Epoch,CLS_LOSS,CONT_LOSS,Total Loss,Source Accuracy,Target Accuracy
1,1.4631608110004002,0.4240408800790707,2.226434375445048,52.088195339440595,95.46666666666667
2,1.3480644358528986,0.2680744503231512,1.8305984354019165,54.63095196628235,96.53333333333333
3,1.2867992870012919,0.2454768214830094,1.7286575486924913,55.91626319272702,97.15555555555555
4,1.203209380308787,0.1987839807983902,1.561020540131463,57.56034692953429,98.08888888888889
5,1.1566970872879028,0.1687735719523496,1.4604895083109537,58.8561078407468,98.26666666666667
6,1.122353642516666,0.16756560165848997,1.423971717622545,59.48657215507332,98.75555555555556
7,1.0991385695669387,0.17275425971796116,1.410096226533254,60.562889686161135,98.71111111111111
8,1.0512004817856682,0.15392718009029827,1.3282694040404426,61.31875021770177,99.15555555555555
9,1.020172077284919,0.11701074126073056,1.2307914026578268,62.86530356334251,99.24444444444444
10,0.9869986200332641,0.12970274926680658,1.220463563601176,63.77790936640078,99.33333333333333
11,0.9589813990063137,0.08027657066782315,1.1034792224566141,64.67309902817932,99.6
12,0.9300658175680372,0.10164773974567652,1.113031742837694,65.50210735309484,99.5111111111111
13,0.9099836505783929,0.07935854290301601,1.052829025056627,66.64112299278972,99.6
14,0.8830046542485555,0.06865692930709985,1.0065871251953973,67.46664808944931,99.91111111111111
15,0.8490708502133687,0.056029402516368364,0.9499237738715278,68.95050332648299,99.68888888888888
16,0.8299060373836094,0.05988802007916901,0.9377044688330757,69.54613535825003,99.86666666666666
17,0.7980894984139336,0.06155604793379704,0.9088903805944655,70.29502943327876,99.91111111111111
18,0.7587928358713786,0.05021778737505277,0.8491848500569662,72.13069072416316,99.91111111111111
19,0.7455918958452012,0.06718557966252169,0.8665259371863471,72.59396008220419,99.95555555555555
20,0.7271119758817884,0.042458676083220376,0.8035375915633307,73.537914939566,99.77777777777777
21,0.6985234734747144,0.04687831095730265,0.7829044315550062,74.47490334041589,99.95555555555555
22,0.6725448270638784,0.03156340254263745,0.7293589497937096,75.29346198056359,100.0
23,0.6505998550521003,0.033546374551951884,0.7109833266999986,76.34539691385976,99.91111111111111
24,0.6196459268199073,0.026341352969821957,0.6670603611734178,77.55059389041764,99.95555555555555
25,0.6113414646519555,0.031866213817977246,0.6687006477514903,77.80835278135777,99.91111111111111
26,0.582201294766532,0.027655938961025743,0.6319819838470883,78.78017346476715,99.91111111111111
27,0.557131794028812,0.024202202332930432,0.6006957556141748,79.71367863736111,99.95555555555555
28,0.5407822640736898,0.022592586065746018,0.5814489167266422,80.25357901703299,99.95555555555555
29,0.5240840889347924,0.02629029399404923,0.5714066187540691,81.14180222229963,99.95555555555555
30,0.5074276783731249,0.023712003771215677,0.5501092833942837,81.51799087394197,100.0
31,0.48627449605200024,0.020162140441437562,0.5225663477844662,82.59082517677383,100.0
32,0.47136049615012277,0.02118830090181695,0.5094994382063548,82.91824863283291,100.0
33,0.4550425887107849,0.023038581589029893,0.49651203486654494,83.4302831864572,99.91111111111111
34,0.44565880709224276,0.01746854691869683,0.4771021909183926,83.98063325089693,100.0
35,0.42883352743254766,0.01595688292135795,0.4575559160444472,84.46480197847364,100.0
36,0.4081956434249878,0.015210941355261538,0.43557533621788025,85.22414573827022,100.0
37,0.4075644346078237,0.01727415468129847,0.4386579120159149,85.35302518374029,100.0
38,0.3937302760945426,0.01442135279170341,0.4196887116962009,85.79191194398969,100.0
39,0.38245541248056625,0.01576816172649463,0.41083810243341656,86.25866453028667,100.0
40,0.371101178460651,0.016109606698155404,0.4000984694560369,86.8682294750775,100.0
41,0.36546477966838414,0.016233296708928212,0.39468471268812816,86.97620955101188,99.95555555555555
42,0.3508545025851991,0.015724187015245358,0.37915803955660926,87.30014977881501,100.0
43,0.3433062735531065,0.014579603251897626,0.3695495588911904,87.72510362604062,100.0
44,0.33544163909223346,0.014346580902735393,0.36126548343234594,88.05601031035563,100.0
45,0.3268714322646459,0.014444169017175833,0.3528709355327818,88.30331951652792,100.0
46,0.31610198034180537,0.012343717291951179,0.33832067052523296,88.78748824410464,100.0
47,0.3257217866182327,0.016414145069817702,0.3552672466304567,88.66209202689052,99.86666666666666
48,0.31843365291754405,0.014085128276298443,0.3437868817647298,88.81187084189627,99.95555555555555
49,0.2933131432533264,0.012038831698397796,0.3149830396970113,89.44581838447874,100.0
50,0.2955859240558412,0.015362626285188728,0.32323865128888024,89.51548294959768,99.91111111111111
